appointment_id,contact_id,daysmart_contact_id,appointment_date,service,staff_member,duration_minutes,amount_usd,status,location,data_status,import_date
APT-108338,DS-202824,DS-202824,2021-05-14,Haircut,Stephanie Hancock,90,255.92,Cancelled,Main Branch,LIVE,2026-04-14
APT-108339,DS-202824,DS-202824,2024-09-26,Highlights,Michelle Rose,45,264.99,Completed,Main Branch,LIVE,2026-04-14
APT-108340,DS-202824,DS-202824,2019-03-03,Massage,Gary Garcia,120,236.19,Cancelled,Westside,LIVE,2026-04-14
APT-108341,DS-202827,DS-202827,2025-05-30,Massage,Margaret Delgado,90,43.5,Cancelled,Online,LIVE,2026-04-14
APT-108342,DS-202827,DS-202827,2019-12-09,Pedicure,Theresa Owens,60,137.2,Completed,Main Branch,LIVE,2026-04-14
APT-108343,DS-202827,DS-202827,2021-03-23,Massage,April Lee,60,22.89,Completed,Main Branch,LIVE,2026-04-14
APT-108344,DS-202827,DS-202827,2019-10-11,Color Treatment,Zachary James,30,79.5,Completed,Main Branch,LIVE,2026-04-14
APT-108345,DS-202827,DS-202827,2023-12-02,Color Treatment,Sarah Phillips,90,217.79,Completed,Main Branch,LIVE,2026-04-14
APT-108346,DS-202827,DS-202827,2020-01-09,Highlights,Mary Harrington,120,275.35,Cancelled,Main Branch,LIVE,2026-04-14
APT-108347,DS-202827,DS-202827,2022-06-19,Color Treatment,Shelly Williams,60,176.62,Completed,Main Branch,LIVE,2026-04-14
APT-108348,DS-202827,DS-202827,2023-07-09,Massage,Christopher Parrish,30,224.72,Completed,Main Branch,LIVE,2026-04-14
APT-108349,DS-202827,DS-202827,2024-02-26,Highlights,Alexis Rodriguez,60,166.54,Completed,Westside,LIVE,2026-04-14
APT-108350,DS-202827,DS-202827,2020-12-09,Pedicure,Tony Smith,45,217.78,Completed,Online,LIVE,2026-04-14
APT-108351,DS-202834,DS-202834,2022-03-12,Haircut,Casey Kennedy,45,40.7,Completed,Main Branch,LIVE,2026-04-14
APT-108352,DS-202834,DS-202834,2022-04-27,Color Treatment,Natalie Haynes,90,164.88,Completed,Main Branch,LIVE,2026-04-14
APT-108353,DS-202834,DS-202834,2026-01-19,Pedicure,Terry Simpson,45,121.03,Cancelled,Westside,LIVE,2026-04-14
APT-108354,DS-202835,DS-202835,2021-01-29,Highlights,Jessica Lee,120,158.48,Completed,Westside,LIVE,2026-04-14
APT-108355,DS-202835,DS-202835,2019-05-15,Facial,Jose Hunter,90,171.86,No-Show,Online,LIVE,2026-04-14
APT-108356,DS-202835,DS-202835,2019-08-10,Highlights,Beth Rivera,120,41.76,Completed,Online,LIVE,2026-04-14
APT-108357,DS-202835,DS-202835,2023-12-20,Blowout,Brandy Krause,45,216.33,Completed,Main Branch,LIVE,2026-04-14
APT-108358,DS-202835,DS-202835,2026-01-05,Highlights,Kristi Davis,90,46.32,No-Show,Main Branch,LIVE,2026-04-14
APT-108359,DS-202835,DS-202835,2019-01-24,Facial,Robert Martin,60,43.33,Completed,Online,LIVE,2026-04-14
APT-108360,DS-202835,DS-202835,2019-02-24,Pedicure,Heather Smith,120,262.81,Cancelled,Downtown,LIVE,2026-04-14
APT-108361,DS-202840,DS-202840,2020-06-07,Keratin Treatment,Matthew Taylor,120,178.51,Completed,Westside,LIVE,2026-04-14
APT-108362,DS-202840,DS-202840,2020-10-08,Consultation,Gregory Day,30,238.57,Completed,Westside,LIVE,2026-04-14
APT-108363,DS-202840,DS-202840,2023-09-17,Highlights,Carl Smith,30,175.56,No-Show,Westside,LIVE,2026-04-14
APT-108364,DS-202841,DS-202841,2021-05-06,Color Treatment,Chelsea Hawkins,120,246.47,Completed,Online,LIVE,2026-04-14
APT-108365,DS-202841,DS-202841,2019-08-16,Manicure,Sarah Obrien,30,247.58,Completed,Westside,LIVE,2026-04-14
APT-108366,DS-202841,DS-202841,2019-03-29,Color Treatment,David Herrera,45,48.97,Cancelled,Westside,LIVE,2026-04-14
APT-108367,DS-202841,DS-202841,2021-11-17,Pedicure,Kara Cowan,120,114.06,Cancelled,Westside,LIVE,2026-04-14
APT-108368,DS-202841,DS-202841,2020-02-07,Keratin Treatment,Kyle Collier,30,163.22,Completed,Westside,LIVE,2026-04-14
APT-108369,DS-202842,DS-202842,2020-12-06,Blowout,Megan Frazier,90,201.31,Completed,Downtown,LIVE,2026-04-14
APT-108370,DS-202842,DS-202842,2019-11-24,Manicure,Patricia Morris,30,178.33,Completed,Online,LIVE,2026-04-14
APT-108371,DS-202842,DS-202842,2021-02-04,Blowout,Michael Nolan,45,93.0,Cancelled,Main Branch,LIVE,2026-04-14
APT-108372,DS-202842,DS-202842,2022-03-01,Facial,Vanessa Cannon,30,250.9,Completed,Main Branch,LIVE,2026-04-14
APT-108373,DS-202842,DS-202842,2025-06-23,Massage,Rachel Moore,60,162.76,No-Show,Online,LIVE,2026-04-14
APT-108374,DS-202842,DS-202842,2024-01-28,Consultation,Laura Smith,30,282.22,No-Show,Online,LIVE,2026-04-14
APT-108375,DS-202842,DS-202842,2023-11-02,Haircut,Edward Alexander,30,110.45,Cancelled,Downtown,LIVE,2026-04-14
APT-108376,DS-202843,DS-202843,2020-05-23,Facial,Carla Luna,90,119.88,No-Show,Downtown,LIVE,2026-04-14
APT-108377,DS-202843,DS-202843,2019-04-26,Color Treatment,Rachel Heath,30,85.55,Completed,Downtown,LIVE,2026-04-14
APT-108378,DS-202843,DS-202843,2020-10-03,Facial,Matthew Jenkins,90,62.64,Completed,Downtown,LIVE,2026-04-14
APT-108379,DS-202843,DS-202843,2020-11-27,Blowout,Elizabeth Beck,45,221.54,Cancelled,Main Branch,LIVE,2026-04-14
APT-108380,DS-202843,DS-202843,2019-06-11,Highlights,Tiffany Rodriguez,90,271.69,Completed,Downtown,LIVE,2026-04-14
APT-108381,DS-202844,DS-202844,2020-12-02,Blowout,Kathy Alexander,45,145.66,Cancelled,Online,LIVE,2026-04-14
APT-108382,DS-202844,DS-202844,2026-01-12,Keratin Treatment,Christy Taylor,120,290.8,Cancelled,Downtown,LIVE,2026-04-14
APT-108383,DS-202844,DS-202844,2020-04-25,Blowout,Rodney Gates,90,21.11,Completed,Westside,LIVE,2026-04-14
APT-108384,DS-202844,DS-202844,2020-07-10,Facial,Nathan Chavez,45,166.03,Cancelled,Main Branch,LIVE,2026-04-14
APT-108385,DS-202844,DS-202844,2021-05-16,Highlights,Michael Stone,60,82.65,Completed,Westside,LIVE,2026-04-14
APT-108386,DS-202844,DS-202844,2019-03-26,Haircut,Debra Rodriguez,120,222.52,Completed,Main Branch,LIVE,2026-04-14
APT-108387,DS-202845,DS-202845,2023-07-03,Manicure,Timothy Cole,30,59.4,Completed,Online,LIVE,2026-04-14
APT-108388,DS-202848,DS-202848,2022-06-07,Haircut,Nicole Brown,90,74.25,Completed,Online,LIVE,2026-04-14
APT-108389,DS-202848,DS-202848,2022-02-02,Color Treatment,Melissa Robinson,60,201.4,Completed,Downtown,LIVE,2026-04-14
APT-108390,DS-202848,DS-202848,2020-10-05,Facial,Andrew Lambert,45,20.4,No-Show,Downtown,LIVE,2026-04-14
APT-108391,DS-202851,DS-202851,2024-12-03,Pedicure,Tina James,30,78.77,Completed,Main Branch,LIVE,2026-04-14
APT-108392,DS-202851,DS-202851,2023-05-04,Manicure,Benjamin Murray,90,259.38,Completed,Main Branch,LIVE,2026-04-14
APT-108393,DS-202851,DS-202851,2022-12-13,Pedicure,Christopher Buchanan,90,133.62,Completed,Downtown,LIVE,2026-04-14
APT-108394,DS-202851,DS-202851,2024-11-14,Pedicure,Angela Cabrera,120,41.39,Completed,Westside,LIVE,2026-04-14
APT-108395,DS-202851,DS-202851,2021-05-26,Consultation,Barbara Taylor,45,188.55,No-Show,Westside,LIVE,2026-04-14
APT-108396,DS-202851,DS-202851,2019-02-19,Consultation,Lindsay Hall,90,298.52,Completed,Online,LIVE,2026-04-14
APT-108397,DS-202851,DS-202851,2023-08-31,Consultation,Austin Davis,90,294.21,Completed,Main Branch,LIVE,2026-04-14
APT-108398,DS-202852,DS-202852,2023-12-05,Facial,Amanda Kim,120,40.09,Completed,Online,LIVE,2026-04-14
APT-108399,DS-202853,DS-202853,2019-10-25,Pedicure,John Collins,30,65.12,No-Show,Downtown,LIVE,2026-04-14
APT-108400,DS-202853,DS-202853,2026-01-03,Massage,Samantha Henderson,120,230.52,No-Show,Online,LIVE,2026-04-14
APT-108401,DS-202853,DS-202853,2019-02-18,Pedicure,Taylor Price,60,164.65,Completed,Online,LIVE,2026-04-14
APT-108402,DS-202853,DS-202853,2023-10-31,Massage,Ashley Brennan,120,65.3,No-Show,Main Branch,LIVE,2026-04-14
APT-108403,DS-202854,DS-202854,2021-03-27,Manicure,James Lin,120,131.64,Cancelled,Main Branch,LIVE,2026-04-14
APT-108404,DS-202854,DS-202854,2021-03-25,Color Treatment,Margaret Flores,30,223.74,Completed,Online,LIVE,2026-04-14
APT-108405,DS-202854,DS-202854,2023-12-12,Highlights,Dawn Watson,90,223.07,Completed,Downtown,LIVE,2026-04-14
APT-108406,DS-202854,DS-202854,2019-08-09,Facial,Frederick Ali,45,33.55,Completed,Downtown,LIVE,2026-04-14
APT-108407,DS-202854,DS-202854,2024-04-27,Massage,David Bowen,120,172.89,Completed,Westside,LIVE,2026-04-14
APT-108408,DS-202855,DS-202855,2024-05-17,Color Treatment,Sabrina Torres,120,53.63,Completed,Main Branch,LIVE,2026-04-14
APT-108409,DS-202856,DS-202856,2021-02-10,Haircut,James Walker,90,187.33,Completed,Online,LIVE,2026-04-14
APT-108410,DS-202856,DS-202856,2022-09-14,Massage,Allen Lopez,90,266.55,Completed,Downtown,LIVE,2026-04-14
APT-108411,DS-202856,DS-202856,2022-12-02,Consultation,Randy Miller,60,192.89,Completed,Downtown,LIVE,2026-04-14
APT-108412,DS-202856,DS-202856,2021-03-18,Blowout,Lisa Allen,30,286.15,Completed,Main Branch,LIVE,2026-04-14
APT-108413,DS-202858,DS-202858,2024-08-08,Consultation,David Johnson,60,290.02,Completed,Main Branch,LIVE,2026-04-14
APT-108414,DS-202858,DS-202858,2020-10-29,Facial,Rachel Ferguson,90,200.11,Completed,Online,LIVE,2026-04-14
APT-108415,DS-202860,DS-202860,2021-06-19,Massage,Joshua Reid,30,50.61,Completed,Online,LIVE,2026-04-14
APT-108416,DS-202860,DS-202860,2023-09-21,Facial,Angela Price,90,140.42,Completed,Westside,LIVE,2026-04-14
APT-108417,DS-202860,DS-202860,2021-09-12,Blowout,Scott Thomas,90,209.83,Completed,Downtown,LIVE,2026-04-14
APT-108418,DS-202862,DS-202862,2019-05-08,Massage,Mark Young,30,136.83,Cancelled,Online,LIVE,2026-04-14
APT-108419,DS-202863,DS-202863,2019-09-06,Pedicure,Kevin Hanson,60,225.1,Cancelled,Westside,LIVE,2026-04-14
APT-108420,DS-202864,DS-202864,2024-12-08,Keratin Treatment,Ryan Vaughan,45,84.62,Completed,Online,LIVE,2026-04-14
APT-108421,DS-202864,DS-202864,2021-06-20,Consultation,Daniel Reyes,90,72.56,No-Show,Online,LIVE,2026-04-14
APT-108422,DS-202864,DS-202864,2019-07-16,Massage,David Williams,60,68.81,Completed,Westside,LIVE,2026-04-14
APT-108423,DS-202864,DS-202864,2022-11-14,Highlights,Lawrence Carr,120,217.96,No-Show,Online,LIVE,2026-04-14
APT-108424,DS-202864,DS-202864,2022-11-27,Color Treatment,Leah Jordan MD,30,287.32,Cancelled,Downtown,LIVE,2026-04-14
APT-108425,DS-202865,DS-202865,2019-09-25,Color Treatment,Mrs. Julie White,120,184.76,Completed,Downtown,LIVE,2026-04-14
APT-108426,DS-202865,DS-202865,2023-10-24,Haircut,Marissa Bruce,90,167.61,Completed,Main Branch,LIVE,2026-04-14
APT-108427,DS-202865,DS-202865,2021-11-21,Haircut,Corey Taylor,90,169.48,Completed,Online,LIVE,2026-04-14
APT-108428,DS-202865,DS-202865,2020-06-29,Keratin Treatment,Brandon Moore,30,265.27,Completed,Westside,LIVE,2026-04-14
APT-108429,DS-202865,DS-202865,2020-01-17,Consultation,Mr. Terry Cruz,45,158.82,Completed,Downtown,LIVE,2026-04-14
APT-108430,DS-202865,DS-202865,2022-09-06,Highlights,Heather Chan,45,171.56,Completed,Online,LIVE,2026-04-14
APT-108431,DS-202865,DS-202865,2020-10-24,Manicure,Julie Nguyen,45,183.68,Completed,Westside,LIVE,2026-04-14
APT-108432,DS-202865,DS-202865,2025-03-22,Haircut,Melissa Hayes,90,198.06,Completed,Online,LIVE,2026-04-14
APT-108433,DS-202866,DS-202866,2024-12-18,Consultation,Cassandra Guerrero,60,26.1,Completed,Online,LIVE,2026-04-14
APT-108434,DS-202866,DS-202866,2019-03-02,Blowout,Megan Mack,60,163.11,Completed,Downtown,LIVE,2026-04-14
APT-108435,DS-202866,DS-202866,2026-01-13,Keratin Treatment,David Berry,60,232.83,Completed,Online,LIVE,2026-04-14
APT-108436,DS-202866,DS-202866,2021-11-20,Color Treatment,Kenneth Perez,60,178.94,No-Show,Westside,LIVE,2026-04-14
APT-108437,DS-202866,DS-202866,2022-08-12,Consultation,Angela James,60,132.41,Completed,Main Branch,LIVE,2026-04-14
APT-108438,DS-202866,DS-202866,2021-05-10,Keratin Treatment,Todd Martinez,60,50.56,Completed,Westside,LIVE,2026-04-14
APT-108439,DS-202866,DS-202866,2021-07-23,Blowout,Timothy Mitchell,60,131.74,Completed,Downtown,LIVE,2026-04-14
APT-108440,DS-202866,DS-202866,2021-11-04,Pedicure,Sandra Galloway,90,299.57,Completed,Downtown,LIVE,2026-04-14
APT-108441,DS-202867,DS-202867,2022-11-14,Keratin Treatment,Bryan Moreno,60,279.29,Completed,Main Branch,LIVE,2026-04-14
APT-108442,DS-202867,DS-202867,2022-11-16,Pedicure,Matthew Guzman,45,257.26,Completed,Westside,LIVE,2026-04-14
APT-108443,DS-202867,DS-202867,2022-12-14,Keratin Treatment,Monica Heath,60,78.7,Completed,Westside,LIVE,2026-04-14
APT-108444,DS-202867,DS-202867,2022-04-05,Haircut,Ricardo Mcmahon,30,166.63,No-Show,Main Branch,LIVE,2026-04-14
APT-108445,DS-202867,DS-202867,2025-11-19,Massage,Erica Best,90,285.32,Completed,Main Branch,LIVE,2026-04-14
APT-108446,DS-202867,DS-202867,2023-06-08,Blowout,Nicholas Lee,120,62.68,Completed,Online,LIVE,2026-04-14
APT-108447,DS-202868,DS-202868,2026-01-28,Haircut,Vanessa Jackson,120,157.73,Completed,Downtown,LIVE,2026-04-14
APT-108448,DS-202868,DS-202868,2020-09-28,Haircut,Christopher Bennett,30,286.53,Completed,Main Branch,LIVE,2026-04-14
APT-108449,DS-202868,DS-202868,2025-04-27,Consultation,Samantha Jackson,45,244.31,Completed,Westside,LIVE,2026-04-14
APT-108450,DS-202868,DS-202868,2020-06-13,Pedicure,Joel Hancock,90,65.27,No-Show,Online,LIVE,2026-04-14
APT-108451,DS-202868,DS-202868,2019-02-03,Haircut,Kathleen Kelley,90,291.51,Completed,Main Branch,LIVE,2026-04-14
APT-108452,DS-202868,DS-202868,2021-09-19,Highlights,Taylor Randall,45,173.8,Completed,Downtown,LIVE,2026-04-14
APT-108453,DS-202868,DS-202868,2019-05-08,Blowout,Tonya Miller,90,94.53,Completed,Online,LIVE,2026-04-14
APT-108454,DS-202869,DS-202869,2019-10-17,Massage,Kathryn Pham,30,164.66,Completed,Online,LIVE,2026-04-14
APT-108455,DS-202869,DS-202869,2022-01-13,Blowout,Mr. Christopher Parsons,30,283.35,Completed,Downtown,LIVE,2026-04-14
APT-108456,DS-202869,DS-202869,2020-03-14,Keratin Treatment,Gregory Johnson MD,60,252.32,Cancelled,Westside,LIVE,2026-04-14
APT-108457,DS-202869,DS-202869,2020-11-02,Highlights,John Price,120,188.6,Cancelled,Main Branch,LIVE,2026-04-14
APT-108458,DS-202869,DS-202869,2025-05-28,Blowout,Brad Moore,30,25.37,Cancelled,Online,LIVE,2026-04-14
APT-108459,DS-202870,DS-202870,2022-10-27,Highlights,Timothy Johnson,90,211.91,Completed,Main Branch,LIVE,2026-04-14
APT-108460,DS-202870,DS-202870,2025-04-12,Blowout,Meghan Grant,60,295.78,Completed,Westside,LIVE,2026-04-14
APT-108461,DS-202870,DS-202870,2022-08-10,Keratin Treatment,Steven Donaldson,45,207.2,Cancelled,Downtown,LIVE,2026-04-14
APT-108462,DS-202871,DS-202871,2025-12-09,Keratin Treatment,Shane Smith,90,213.69,Cancelled,Westside,LIVE,2026-04-14
APT-108463,DS-202871,DS-202871,2019-03-06,Consultation,David Pope,45,90.82,Completed,Online,LIVE,2026-04-14
APT-108464,DS-202871,DS-202871,2026-01-08,Color Treatment,Daniel Lopez,30,245.45,Completed,Westside,LIVE,2026-04-14
APT-108465,DS-202871,DS-202871,2019-12-17,Color Treatment,William Ray,45,255.18,Completed,Online,LIVE,2026-04-14
APT-108466,DS-202872,DS-202872,2021-11-25,Facial,Maria Williams DVM,90,207.06,No-Show,Westside,LIVE,2026-04-14
APT-108467,DS-202873,DS-202873,2023-04-24,Blowout,Alicia Hester,30,176.93,No-Show,Westside,LIVE,2026-04-14
APT-108468,DS-202873,DS-202873,2021-03-09,Keratin Treatment,Lawrence Calderon,90,223.93,Cancelled,Westside,LIVE,2026-04-14
APT-108469,DS-202873,DS-202873,2025-09-09,Highlights,Tracy Atkins,90,46.14,Completed,Downtown,LIVE,2026-04-14
APT-108470,DS-202873,DS-202873,2019-09-03,Color Treatment,Nancy Phillips,90,28.17,No-Show,Westside,LIVE,2026-04-14
APT-108471,DS-202873,DS-202873,2025-10-09,Color Treatment,Leslie Russell,120,252.02,No-Show,Main Branch,LIVE,2026-04-14
APT-108472,DS-202873,DS-202873,2021-07-24,Color Treatment,Andrew Marshall,120,30.57,Completed,Online,LIVE,2026-04-14
APT-108473,DS-202873,DS-202873,2021-03-22,Consultation,Brittany Ferguson,60,103.9,No-Show,Main Branch,LIVE,2026-04-14
APT-108474,DS-202875,DS-202875,2023-01-08,Keratin Treatment,Roy Frost,120,111.54,Completed,Downtown,LIVE,2026-04-14
APT-108475,DS-202875,DS-202875,2021-08-06,Consultation,David Chandler,30,118.37,Completed,Westside,LIVE,2026-04-14
APT-108476,DS-202875,DS-202875,2022-05-06,Keratin Treatment,Carrie Romero,90,220.73,Completed,Westside,LIVE,2026-04-14
APT-108477,DS-202875,DS-202875,2022-04-12,Pedicure,Christopher Jacobs,120,54.45,Completed,Online,LIVE,2026-04-14
APT-108478,DS-202875,DS-202875,2021-03-04,Manicure,Karen Durham MD,120,208.68,Completed,Online,LIVE,2026-04-14
APT-108479,DS-202875,DS-202875,2019-06-12,Highlights,Heather Day,60,229.0,Completed,Downtown,LIVE,2026-04-14
APT-108480,DS-202875,DS-202875,2023-05-15,Color Treatment,Maria Herrera DDS,90,136.92,No-Show,Westside,LIVE,2026-04-14
APT-108481,DS-202875,DS-202875,2019-10-09,Facial,Kenneth Bennett,60,59.16,Completed,Downtown,LIVE,2026-04-14
APT-108482,DS-202875,DS-202875,2024-03-01,Massage,Amanda Sharp,45,264.36,Cancelled,Online,LIVE,2026-04-14
APT-108483,DS-202876,DS-202876,2026-03-10,Keratin Treatment,Matthew Barron,45,161.16,Completed,Main Branch,LIVE,2026-04-14
APT-108484,DS-202876,DS-202876,2022-01-22,Highlights,Joanna Chase,90,270.71,No-Show,Main Branch,LIVE,2026-04-14
APT-108485,DS-202876,DS-202876,2022-04-18,Color Treatment,Joseph Williams,60,258.66,Completed,Westside,LIVE,2026-04-14
APT-108486,DS-202876,DS-202876,2023-07-01,Highlights,Monique Frank,60,75.52,Cancelled,Westside,LIVE,2026-04-14
APT-108487,DS-202876,DS-202876,2024-10-28,Manicure,Brandi Moore,60,160.93,Completed,Westside,LIVE,2026-04-14
APT-108488,DS-202878,DS-202878,2019-10-25,Blowout,Christopher Rodriguez,90,137.52,Completed,Main Branch,LIVE,2026-04-14
APT-108489,DS-202879,DS-202879,2020-12-23,Blowout,Ryan Mcclain,30,186.7,No-Show,Westside,LIVE,2026-04-14
APT-108490,DS-202880,DS-202880,2023-05-15,Massage,Emily Morgan,45,31.95,Completed,Main Branch,LIVE,2026-04-14
APT-108491,DS-202880,DS-202880,2020-06-13,Pedicure,Whitney Franklin,90,171.37,Completed,Downtown,LIVE,2026-04-14
APT-108492,DS-202880,DS-202880,2020-02-20,Keratin Treatment,Meagan Chang,60,107.62,Completed,Westside,LIVE,2026-04-14
APT-108493,DS-202880,DS-202880,2020-10-24,Color Treatment,Roberto Berger,30,37.01,Completed,Online,LIVE,2026-04-14
APT-108494,DS-202880,DS-202880,2026-01-03,Color Treatment,Samantha Chen,45,74.48,Completed,Online,LIVE,2026-04-14
APT-108495,DS-202880,DS-202880,2023-04-23,Massage,Heather Wallace,60,92.34,Completed,Online,LIVE,2026-04-14
APT-108496,DS-202880,DS-202880,2025-07-29,Manicure,Courtney Knight,60,199.62,Cancelled,Main Branch,LIVE,2026-04-14
APT-108497,DS-202881,DS-202881,2019-07-07,Facial,Jacob Knox,45,244.51,Completed,Westside,LIVE,2026-04-14
APT-108498,DS-202881,DS-202881,2023-01-02,Pedicure,Cheyenne Thomas,120,192.03,Completed,Main Branch,LIVE,2026-04-14
APT-108499,DS-202881,DS-202881,2019-04-08,Haircut,Stacey Ramirez,120,104.3,Completed,Online,LIVE,2026-04-14
APT-108500,DS-202886,DS-202886,2019-04-14,Color Treatment,Kathleen Robinson,30,57.4,No-Show,Main Branch,LIVE,2026-04-14
APT-108501,DS-202886,DS-202886,2026-04-07,Color Treatment,Monique Mendoza,90,168.88,Completed,Downtown,LIVE,2026-04-14
APT-108502,DS-202886,DS-202886,2021-08-22,Pedicure,Adrian Ramirez,45,189.88,Completed,Westside,LIVE,2026-04-14
APT-108503,DS-202886,DS-202886,2023-11-18,Pedicure,Emily Smith,90,74.43,Completed,Online,LIVE,2026-04-14
APT-108504,DS-202886,DS-202886,2019-12-11,Highlights,Corey Cole,45,262.79,Completed,Online,LIVE,2026-04-14
APT-108505,DS-202886,DS-202886,2022-03-04,Blowout,Tina Chavez,90,197.61,Completed,Westside,LIVE,2026-04-14
APT-108506,DS-202886,DS-202886,2023-09-29,Consultation,Louis Herrera,60,203.96,Completed,Online,LIVE,2026-04-14
APT-108507,DS-202886,DS-202886,2022-05-17,Consultation,Rebecca Atkins,90,181.44,Cancelled,Westside,LIVE,2026-04-14
APT-108508,DS-202886,DS-202886,2024-05-31,Consultation,Rebecca King,30,243.14,Cancelled,Online,LIVE,2026-04-14
APT-108509,DS-202887,DS-202887,2025-08-21,Massage,Dustin Moore,90,280.33,Completed,Downtown,LIVE,2026-04-14
APT-108510,DS-202887,DS-202887,2021-06-27,Keratin Treatment,Ruth Cooper,60,229.44,Cancelled,Westside,LIVE,2026-04-14
APT-108511,DS-202891,DS-202891,2019-02-20,Facial,Stephen Miller,120,132.79,Completed,Westside,LIVE,2026-04-14
APT-108512,DS-202891,DS-202891,2023-06-03,Consultation,Mackenzie Brown,120,22.12,Cancelled,Online,LIVE,2026-04-14
APT-108513,DS-202891,DS-202891,2023-08-07,Consultation,Regina Wilson,30,258.04,Completed,Main Branch,LIVE,2026-04-14
APT-108514,DS-202891,DS-202891,2019-10-03,Pedicure,Charles Crosby,45,96.22,Completed,Online,LIVE,2026-04-14
APT-108515,DS-202891,DS-202891,2022-01-27,Consultation,Vanessa Spencer,120,45.72,Cancelled,Main Branch,LIVE,2026-04-14
APT-108516,DS-202891,DS-202891,2022-03-23,Massage,Michael Spencer,60,236.77,No-Show,Main Branch,LIVE,2026-04-14
APT-108517,DS-202892,DS-202892,2024-07-05,Color Treatment,Sandy Peters,30,214.4,Completed,Main Branch,LIVE,2026-04-14
APT-108518,DS-202892,DS-202892,2019-08-08,Haircut,Mr. Craig Henry,90,65.65,Completed,Online,LIVE,2026-04-14
APT-108519,DS-202892,DS-202892,2025-08-13,Haircut,Henry Doyle,30,34.53,Completed,Online,LIVE,2026-04-14
APT-108520,DS-202892,DS-202892,2024-06-10,Keratin Treatment,Emily Baldwin,60,43.57,Completed,Downtown,LIVE,2026-04-14
APT-108521,DS-202892,DS-202892,2019-06-10,Consultation,James Aguilar,45,274.44,Completed,Main Branch,LIVE,2026-04-14
APT-108522,DS-202894,DS-202894,2019-07-15,Haircut,Timothy Leonard DDS,45,96.06,Completed,Westside,LIVE,2026-04-14
APT-108523,DS-202894,DS-202894,2019-04-02,Blowout,Andrea Leon,30,212.5,No-Show,Main Branch,LIVE,2026-04-14
APT-108524,DS-202894,DS-202894,2023-01-06,Pedicure,Amanda Montoya,45,281.59,Completed,Online,LIVE,2026-04-14
APT-108525,DS-202894,DS-202894,2023-03-28,Blowout,Monica Rivera,60,68.79,No-Show,Main Branch,LIVE,2026-04-14
APT-108526,DS-202896,DS-202896,2020-09-21,Highlights,Michael Johnson,120,50.23,Completed,Westside,LIVE,2026-04-14
APT-108527,DS-202896,DS-202896,2020-08-07,Blowout,Courtney Robinson,30,258.57,Completed,Downtown,LIVE,2026-04-14
APT-108528,DS-202896,DS-202896,2026-02-25,Haircut,Nicholas Miller,30,20.79,Cancelled,Main Branch,LIVE,2026-04-14
APT-108529,DS-202896,DS-202896,2020-03-24,Blowout,Robin Shepard,30,36.14,Completed,Westside,LIVE,2026-04-14
APT-108530,DS-202896,DS-202896,2022-06-09,Keratin Treatment,Joyce Hodges,45,63.85,Completed,Downtown,LIVE,2026-04-14
APT-108531,DS-202896,DS-202896,2024-01-22,Consultation,Rodney Williams,30,67.8,No-Show,Main Branch,LIVE,2026-04-14
APT-108532,DS-202897,DS-202897,2022-03-15,Keratin Treatment,Pamela Norris,30,204.38,Completed,Main Branch,LIVE,2026-04-14
APT-108533,DS-202897,DS-202897,2022-08-23,Manicure,Matthew Zhang,90,225.18,Completed,Downtown,LIVE,2026-04-14
APT-108534,DS-202897,DS-202897,2023-03-25,Color Treatment,Chris Miller,90,174.85,Completed,Online,LIVE,2026-04-14
APT-108535,DS-202897,DS-202897,2022-01-14,Highlights,Monica Myers,30,171.62,Cancelled,Downtown,LIVE,2026-04-14
APT-108536,DS-202898,DS-202898,2019-03-02,Color Treatment,Theresa Riley,60,165.48,Completed,Main Branch,LIVE,2026-04-14
APT-108537,DS-202898,DS-202898,2022-08-13,Massage,Jessica Everett,45,177.59,Completed,Westside,LIVE,2026-04-14
APT-108538,DS-202899,DS-202899,2021-10-25,Color Treatment,Thomas Cox,45,145.67,Completed,Downtown,LIVE,2026-04-14
APT-108539,DS-202899,DS-202899,2026-03-02,Facial,Aimee Mora,60,229.92,No-Show,Westside,LIVE,2026-04-14
APT-108540,DS-202899,DS-202899,2025-06-20,Consultation,Adam Welch,60,45.81,Completed,Main Branch,LIVE,2026-04-14
APT-108541,DS-202899,DS-202899,2020-08-11,Pedicure,Ashley Moreno,90,245.98,No-Show,Main Branch,LIVE,2026-04-14
APT-108542,DS-202899,DS-202899,2025-10-08,Pedicure,Marcus Caldwell,60,258.56,Completed,Westside,LIVE,2026-04-14
APT-108543,DS-202899,DS-202899,2019-03-16,Massage,Taylor Fletcher,120,183.74,Completed,Westside,LIVE,2026-04-14
APT-108544,DS-202904,DS-202904,2023-10-08,Massage,Michael Leonard,45,23.37,Completed,Westside,LIVE,2026-04-14
APT-108545,DS-202904,DS-202904,2023-03-01,Pedicure,Kelsey Moore DDS,45,269.79,Completed,Online,LIVE,2026-04-14
APT-108546,DS-202904,DS-202904,2019-12-24,Massage,Michael Thompson,60,53.17,Completed,Downtown,LIVE,2026-04-14
APT-108547,DS-202904,DS-202904,2023-10-02,Consultation,Yvonne Fischer,45,79.4,Completed,Online,LIVE,2026-04-14
APT-108548,DS-202905,DS-202905,2025-11-20,Color Treatment,Sarah Jones,60,26.2,Completed,Online,LIVE,2026-04-14
